RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
MH 04,"₹1,53,865 - ₹1,63,383
 Price range for this vehicle in Fair condition","₹1,57,810 - ₹1,67,572
 Price range for this vehicle in Good condition","₹1,61,755 - ₹1,71,761
 Price range for this vehicle in Very Good condition","₹1,65,701 - ₹1,75,950
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹1,13,210 - ₹1,20,213
 Price range for this vehicle in Fair condition","₹1,16,112 - ₹1,23,294
 Price range for this vehicle in Good condition","₹1,19,015 - ₹1,26,377
 Price range for this vehicle in Very Good condition","₹1,21,918 - ₹1,29,459
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹7,94,096 - ₹8,43,216
 Price range for this vehicle in Fair condition","₹8,14,458 - ₹8,64,837
 Price range for this vehicle in Good condition","₹8,34,819 - ₹8,86,458
 Price range for this vehicle in Very Good condition","₹8,55,181 - ₹9,08,079
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹1,69,572 - ₹1,80,061
 Price range for this vehicle in Fair condition","₹1,73,920 - ₹1,84,678
 Price range for this vehicle in Good condition","₹1,78,268 - ₹1,89,295
 Price range for this vehicle in Very Good condition","₹1,82,616 - ₹1,93,912
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹14,49,995 - ₹15,39,685
 Price range for this vehicle in Fair condition","₹14,87,174 - ₹15,79,164
 Price range for this vehicle in Good condition","₹15,24,353 - ₹16,18,643
 Price range for this vehicle in Very Good condition","₹15,61,533 - ₹16,58,122
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,88,561 - ₹5,18,782
 Price range for this vehicle in Fair condition","₹5,01,089 - ₹5,32,084
 Price range for this vehicle in Good condition","₹5,13,616 - ₹5,45,386
 Price range for this vehicle in Very Good condition","₹5,26,144 - ₹5,58,688
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,84,526 - ₹5,14,496
 Price range for this vehicle in Fair condition","₹4,96,949 - ₹5,27,688
 Price range for this vehicle in Good condition","₹5,09,373 - ₹5,40,881
 Price range for this vehicle in Very Good condition","₹5,21,797 - ₹5,54,073
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,61,997 - ₹3,84,388
 Price range for this vehicle in Fair condition","₹3,71,278 - ₹3,94,244
 Price range for this vehicle in Good condition","₹3,80,561 - ₹4,04,100
 Price range for this vehicle in Very Good condition","₹3,89,842 - ₹4,13,956
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,41,025 - ₹3,62,119
 Price range for this vehicle in Fair condition","₹3,49,769 - ₹3,71,404
 Price range for this vehicle in Good condition","₹3,58,513 - ₹3,80,689
 Price range for this vehicle in Very Good condition","₹3,67,257 - ₹3,89,974
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹8,64,575 - ₹9,18,054
 Price range for this vehicle in Fair condition","₹8,86,744 - ₹9,41,594
 Price range for this vehicle in Good condition","₹9,08,912 - ₹9,65,134
 Price range for this vehicle in Very Good condition","₹9,31,081 - ₹9,88,674
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹5,55,315 - ₹5,89,665
 Price range for this vehicle in Fair condition","₹5,69,555 - ₹6,04,785
 Price range for this vehicle in Good condition","₹5,83,793 - ₹6,19,904
 Price range for this vehicle in Very Good condition","₹5,98,032 - ₹6,35,023
 Price range for this vehicle in Excellent condition","8.5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,71,247 - ₹6,06,582
 Price range for this vehicle in Fair condition","₹5,85,895 - ₹6,22,136
 Price range for this vehicle in Good condition","₹6,00,542 - ₹6,37,689
 Price range for this vehicle in Very Good condition","₹6,15,190 - ₹6,53,243
 Price range for this vehicle in Excellent condition","8.5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
KA 17,"₹9,47,308 - ₹10,05,906
 Price range for this vehicle in Fair condition","₹9,71,599 - ₹10,31,698
 Price range for this vehicle in Good condition","₹9,95,889 - ₹10,57,490
 Price range for this vehicle in Very Good condition","₹10,20,178 - ₹10,83,282
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,12,773 - ₹3,32,119
 Price range for this vehicle in Fair condition","₹3,20,792 - ₹3,40,635
 Price range for this vehicle in Good condition","₹3,28,812 - ₹3,49,151
 Price range for this vehicle in Very Good condition","₹3,36,832 - ₹3,57,667
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 11,"₹5,90,547 - ₹6,27,076
 Price range for this vehicle in Fair condition","₹6,05,689 - ₹6,43,154
 Price range for this vehicle in Good condition","₹6,20,831 - ₹6,59,233
 Price range for this vehicle in Very Good condition","₹6,35,973 - ₹6,75,312
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹2,77,119 - ₹2,94,260
 Price range for this vehicle in Fair condition","₹2,84,225 - ₹3,01,806
 Price range for this vehicle in Good condition","₹2,91,331 - ₹3,09,351
 Price range for this vehicle in Very Good condition","₹2,98,436 - ₹3,16,897
 Price range for this vehicle in Excellent condition","5.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,67,254 - ₹2,83,784
 Price range for this vehicle in Fair condition","₹2,74,106 - ₹2,91,061
 Price range for this vehicle in Good condition","₹2,80,959 - ₹2,98,337
 Price range for this vehicle in Very Good condition","₹2,87,811 - ₹3,05,613
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹9,80,921 - ₹10,41,596
 Price range for this vehicle in Fair condition","₹10,06,072 - ₹10,68,303
 Price range for this vehicle in Good condition","₹10,31,224 - ₹10,95,011
 Price range for this vehicle in Very Good condition","₹10,56,376 - ₹11,21,719
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
WB 26,"₹9,18,504 - ₹9,75,319
 Price range for this vehicle in Fair condition","₹9,42,055 - ₹10,00,327
 Price range for this vehicle in Good condition","₹9,65,606 - ₹10,25,335
 Price range for this vehicle in Very Good condition","₹9,89,158 - ₹10,50,343
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹7,40,680 - ₹7,86,495
 Price range for this vehicle in Fair condition","₹7,59,671 - ₹8,06,661
 Price range for this vehicle in Good condition","₹7,78,664 - ₹8,26,829
 Price range for this vehicle in Very Good condition","₹7,97,655 - ₹8,46,995
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹6,81,637 - ₹7,23,800
 Price range for this vehicle in Fair condition","₹6,99,114 - ₹7,42,358
 Price range for this vehicle in Good condition","₹7,16,592 - ₹7,60,918
 Price range for this vehicle in Very Good condition","₹7,34,070 - ₹7,79,476
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,61,762 - ₹3,84,139
 Price range for this vehicle in Fair condition","₹3,71,038 - ₹3,93,989
 Price range for this vehicle in Good condition","₹3,80,313 - ₹4,03,838
 Price range for this vehicle in Very Good condition","₹3,89,589 - ₹4,13,688
 Price range for this vehicle in Excellent condition","5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,11,759 - ₹4,37,229
 Price range for this vehicle in Fair condition","₹4,22,317 - ₹4,48,440
 Price range for this vehicle in Good condition","₹4,32,875 - ₹4,59,650
 Price range for this vehicle in Very Good condition","₹4,43,433 - ₹4,70,862
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
KA 01,"₹16,95,993 - ₹18,00,900
 Price range for this vehicle in Fair condition","₹17,39,480 - ₹18,47,077
 Price range for this vehicle in Good condition","₹17,82,967 - ₹18,93,254
 Price range for this vehicle in Very Good condition","₹18,26,454 - ₹19,39,431
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,16,920 - ₹4,42,709
 Price range for this vehicle in Fair condition","₹4,27,610 - ₹4,54,060
 Price range for this vehicle in Good condition","₹4,38,300 - ₹4,65,411
 Price range for this vehicle in Very Good condition","₹4,48,990 - ₹4,76,763
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,44,856 - ₹4,72,372
 Price range for this vehicle in Fair condition","₹4,56,262 - ₹4,84,484
 Price range for this vehicle in Good condition","₹4,67,669 - ₹4,96,597
 Price range for this vehicle in Very Good condition","₹4,79,075 - ₹5,08,709
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹1,51,066 - ₹1,60,411
 Price range for this vehicle in Fair condition","₹1,54,940 - ₹1,64,524
 Price range for this vehicle in Good condition","₹1,58,813 - ₹1,68,637
 Price range for this vehicle in Very Good condition","₹1,62,687 - ₹1,72,750
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 06,"₹2,87,548 - ₹3,05,334
 Price range for this vehicle in Fair condition","₹2,94,920 - ₹3,13,163
 Price range for this vehicle in Good condition","₹3,02,293 - ₹3,20,992
 Price range for this vehicle in Very Good condition","₹3,09,667 - ₹3,28,821
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹1,52,790 - ₹1,62,241
 Price range for this vehicle in Fair condition","₹1,56,708 - ₹1,66,401
 Price range for this vehicle in Good condition","₹1,60,626 - ₹1,70,561
 Price range for this vehicle in Very Good condition","₹1,64,543 - ₹1,74,721
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,54,069 - ₹1,63,599
 Price range for this vehicle in Fair condition","₹1,58,019 - ₹1,67,794
 Price range for this vehicle in Good condition","₹1,61,970 - ₹1,71,989
 Price range for this vehicle in Very Good condition","₹1,65,919 - ₹1,76,184
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹2,06,108 - ₹2,18,857
 Price range for this vehicle in Fair condition","₹2,11,392 - ₹2,24,468
 Price range for this vehicle in Good condition","₹2,16,677 - ₹2,30,080
 Price range for this vehicle in Very Good condition","₹2,21,962 - ₹2,35,692
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹8,32,493 - ₹8,83,987
 Price range for this vehicle in Fair condition","₹8,53,839 - ₹9,06,654
 Price range for this vehicle in Good condition","₹8,75,184 - ₹9,29,319
 Price range for this vehicle in Very Good condition","₹8,96,530 - ₹9,51,986
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 21,"₹18,56,745 - ₹19,71,594
 Price range for this vehicle in Fair condition","₹19,04,353 - ₹20,22,148
 Price range for this vehicle in Good condition","₹19,51,962 - ₹20,72,702
 Price range for this vehicle in Very Good condition","₹19,99,571 - ₹21,23,255
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹5,72,591 - ₹6,08,009
 Price range for this vehicle in Fair condition","₹5,87,273 - ₹6,23,599
 Price range for this vehicle in Good condition","₹6,01,955 - ₹6,39,189
 Price range for this vehicle in Very Good condition","₹6,16,636 - ₹6,54,779
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹5,40,240 - ₹5,73,657
 Price range for this vehicle in Fair condition","₹5,54,093 - ₹5,88,367
 Price range for this vehicle in Good condition","₹5,67,945 - ₹6,03,075
 Price range for this vehicle in Very Good condition","₹5,81,797 - ₹6,17,785
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
TS 09,"₹11,29,556 - ₹11,99,426
 Price range for this vehicle in Fair condition","₹11,58,519 - ₹12,30,180
 Price range for this vehicle in Good condition","₹11,87,482 - ₹12,60,935
 Price range for this vehicle in Very Good condition","₹12,16,445 - ₹12,91,689
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹6,56,080 - ₹6,96,663
 Price range for this vehicle in Fair condition","₹6,72,903 - ₹7,14,526
 Price range for this vehicle in Good condition","₹6,89,725 - ₹7,32,389
 Price range for this vehicle in Very Good condition","₹7,06,548 - ₹7,50,252
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,76,783 - ₹4,00,090
 Price range for this vehicle in Fair condition","₹3,86,445 - ₹4,10,349
 Price range for this vehicle in Good condition","₹3,96,106 - ₹4,20,608
 Price range for this vehicle in Very Good condition","₹4,05,767 - ₹4,30,866
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,89,403 - ₹4,13,490
 Price range for this vehicle in Fair condition","₹3,99,388 - ₹4,24,092
 Price range for this vehicle in Good condition","₹4,09,374 - ₹4,34,696
 Price range for this vehicle in Very Good condition","₹4,19,358 - ₹4,45,297
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹4,89,934 - ₹5,20,240
 Price range for this vehicle in Fair condition","₹5,02,497 - ₹5,33,579
 Price range for this vehicle in Good condition","₹5,15,059 - ₹5,46,919
 Price range for this vehicle in Very Good condition","₹5,27,622 - ₹5,60,258
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
